hrs,year,getahead,class,health,sex,educ,racehisp
21,2012,Hard work,Working class,Poor,Male,8,White
,2012,Hard work,Working class,Excellent,Male,14,White
,2012,Hard work,Middle class,Poor,Male,8,White
,2012,Hard work,Middle class,Excellent,Male,12,Black
32,2012,Hard work,Lower class,Poor,Female,11,White
40,2012,Hard work,Middle class,Good,Female,12,White
,2012,Hard work,Working class,Good,Female,12,Black
,2012,Luck or help,Middle class,Fair,Female,12,Black
,2012,Luck or help,Middle class,Fair,Female,14,Black
,2012,Both equally,Working class,Good,Male,12,Black
,2012,Hard work,Working class,Good,Female,13,White
40,2012,Luck or help,Middle class,Good,Male,16,White
,2012,Hard work,Working class,Fair,Female,16,White
50,2012,Hard work,Working class,Good,Male,12,White
40,2012,Hard work,Working class,Excellent,Female,12,White
,2012,Hard work,Middle class,Poor,Male,14,White
,2012,Both equally,Middle class,Good,Male,14,White
,2012,Hard work,Middle class,Good,Male,16,White
,2012,Hard work,Middle class,Fair,Female,12,White
,2012,Hard work,,Fair,Female,11,Black
50,2012,Hard work,Middle class,Excellent,Female,16,White
,2012,Hard work,Middle class,Fair,Male,12,Black
53,2012,Hard work,Working class,Fair,Male,10,White
40,2012,Hard work,Middle class,Excellent,Female,12,White
40,2012,Both equally,Middle class,Fair,Male,16,Black
40,2012,Hard work,Working class,Good,Female,14,Black
20,2012,Hard work,Working class,Good,Male,16,Black
,2012,Hard work,Lower class,Good,Female,12,White
44,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Lower class,Excellent,Male,14,Black
,2012,Hard work,Middle class,Fair,Female,12,White
,2012,Hard work,Middle class,Fair,Female,13,Hispanic
89,2012,Hard work,Middle class,Excellent,Female,14,White
,2012,Hard work,Working class,Good,Male,8,White
53,2012,Both equally,Middle class,Good,Male,13,White
,2012,Hard work,Middle class,Good,Male,13,Black
44,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Excellent,Female,12,White
,2012,Hard work,Middle class,Good,Female,15,White
,2012,Luck or help,Middle class,Fair,Male,14,White
50,2012,Hard work,Middle class,Good,Male,8,White
35,2012,Hard work,Working class,Excellent,Female,12,White
25,2012,Luck or help,Working class,Excellent,Female,16,White
,2012,Hard work,Middle class,Fair,Female,14,White
35,2012,Hard work,Working class,Fair,Female,12,White
,2012,Hard work,Lower class,Excellent,Male,16,White
,2012,Hard work,Middle class,Good,Female,14,White
,2012,Hard work,Middle class,Excellent,Female,17,White
,2012,Hard work,Middle class,Fair,Male,15,White
,2012,Hard work,Middle class,Good,Female,16,White
58,2012,Both equally,Working class,Fair,Male,14,Other
,2012,Hard work,Middle class,Fair,Male,12,White
36,2012,Hard work,Working class,Good,Female,11,Black
50,2012,Hard work,Working class,Fair,Male,13,Black
40,2012,Hard work,Working class,Excellent,Female,12,Black
,2012,Hard work,Working class,Good,Female,12,White
37,2012,Hard work,Middle class,Excellent,Female,14,White
,2012,Hard work,Middle class,Fair,Female,12,White
20,2012,Hard work,Middle class,Good,Female,16,White
,2012,Hard work,Middle class,Fair,Female,16,White
,2012,Hard work,Working class,Good,Female,8,White
,2012,Both equally,Middle class,Good,Male,16,White
45,2012,Both equally,Working class,Excellent,Male,12,White
,2012,Hard work,Middle class,Good,Male,12,White
68,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Lower class,Poor,Female,14,White
40,2012,Hard work,Working class,Excellent,Female,12,White
40,2012,Both equally,Working class,Good,Male,16,White
,2012,Both equally,Working class,Good,Female,12,Black
25,2012,Both equally,Working class,Good,Female,13,Black
,2012,Hard work,Lower class,Good,Female,16,Black
,2012,Hard work,Middle class,Poor,Female,10,White
30,2012,Hard work,Working class,Good,Female,12,White
,2012,Both equally,Lower class,Good,Male,12,White
50,2012,Both equally,Middle class,Good,Male,16,White
,2012,Both equally,Lower class,Good,Female,12,Black
50,2012,Hard work,Middle class,Excellent,Male,20,Hispanic
,2012,Hard work,Working class,Good,Male,11,White
,2012,Both equally,Middle class,Good,Female,13,White
,2012,Both equally,Middle class,Excellent,Female,17,White
60,2012,Both equally,Middle class,Good,Female,20,Black
,2012,Hard work,Middle class,Good,Female,11,Black
50,2012,Hard work,Middle class,Fair,Male,11,White
20,2012,Luck or help,Middle class,Fair,Female,18,Black
40,2012,Both equally,Middle class,Good,Male,12,White
40,2012,Hard work,Middle class,Good,Male,17,Other
,2012,Hard work,Middle class,Good,Male,12,Black
48,2012,Luck or help,Working class,Fair,Male,12,Black
,2012,Hard work,Lower class,Fair,Male,9,Black
40,2012,Both equally,Working class,Fair,Male,15,Black
,2012,Both equally,Middle class,Good,Female,16,Black
,2012,Hard work,Lower class,Fair,Male,13,Black
70,2012,Hard work,Working class,Poor,Female,13,White
,2012,Hard work,Lower class,Good,Female,10,White
38,2012,Hard work,Working class,Excellent,Female,13,White
,2012,Hard work,Middle class,Good,Female,13,Black
37,2012,Hard work,Working class,Good,Female,14,Black
60,2012,Hard work,Working class,Poor,Male,19,White
48,2012,Both equally,Middle class,Excellent,Female,17,White
50,2012,Hard work,Middle class,Excellent,Female,16,White
55,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Working class,Good,Male,16,Black
,2012,Hard work,,Fair,Female,12,White
,2012,Hard work,Working class,Good,Male,16,Black
,2012,Hard work,Middle class,Excellent,Male,12,White
40,2012,Luck or help,Working class,Fair,Female,12,Black
55,2012,Hard work,Middle class,Good,Male,12,White
,2012,Hard work,Middle class,Excellent,Female,12,White
,2012,Hard work,Middle class,Fair,Male,12,White
40,2012,Hard work,Working class,Good,Male,12,White
40,2012,Both equally,Middle class,Good,Female,19,White
,2012,Both equally,Upper class,Good,Male,16,White
,2012,Hard work,Middle class,Good,Female,16,White
42,2012,Hard work,Middle class,Good,Female,12,White
44,2012,Hard work,Working class,Excellent,Male,12,White
40,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Working class,Poor,Female,12,White
44,2012,Hard work,Working class,Good,Female,12,White
40,2012,Hard work,Working class,Excellent,Female,12,White
50,2012,Hard work,Working class,Good,Male,16,White
65,2012,Both equally,Middle class,Good,Male,16,White
19,2012,Hard work,Middle class,Excellent,Male,12,White
40,2012,Both equally,Working class,Good,Male,15,White
50,2012,Both equally,Working class,Fair,Male,14,White
50,2012,Hard work,Working class,Poor,Male,18,White
,2012,Hard work,Middle class,Poor,Female,16,White
,2012,Hard work,Lower class,Good,Female,14,White
,2012,Hard work,Working class,Fair,Male,12,White
,2012,Hard work,Working class,Excellent,Male,9,White
,2012,Both equally,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Good,Female,12,White
30,2012,Hard work,Working class,Excellent,Male,12,White
,2012,Both equally,Upper class,Good,Female,16,White
,2012,Both equally,Middle class,Good,Female,14,White
,2012,Hard work,Working class,Poor,Male,13,White
,2012,Both equally,Middle class,Good,Female,19,White
,2012,Hard work,Middle class,Fair,Female,20,White
40,2012,Hard work,Middle class,Good,Female,16,White
50,2012,Hard work,Upper class,Excellent,Male,20,White
,2012,Both equally,Middle class,Fair,Male,15,White
,2012,Hard work,Working class,Excellent,Female,14,White
,2012,Luck or help,Middle class,Good,Female,12,Black
,2012,Both equally,Working class,Fair,Female,15,White
46,2012,Hard work,Working class,Good,Male,12,White
,2012,Both equally,Upper class,Good,Female,17,White
40,2012,Both equally,Middle class,Excellent,Female,16,White
,2012,Hard work,Working class,Fair,Male,10,White
,2012,Hard work,Middle class,Excellent,Male,12,White
15,2012,Hard work,Working class,Good,Female,15,White
,2012,Hard work,Lower class,Fair,Female,12,Black
,2012,Hard work,Middle class,Fair,Male,10,White
,2012,Hard work,Working class,Fair,Male,10,White
44,2012,Hard work,Middle class,Fair,Male,12,Black
40,2012,Luck or help,Working class,Good,Female,8,White
,2012,Both equally,Middle class,Fair,Female,12,White
40,2012,Hard work,Working class,Excellent,Female,13,White
40,2012,Hard work,Middle class,Excellent,Female,12,Hispanic
37,2012,Hard work,Working class,Good,Female,14,White
40,2012,Hard work,Working class,Good,Female,14,White
30,2012,Hard work,Middle class,Good,Female,20,White
,2012,Hard work,Working class,Good,Male,11,Other
35,2012,Hard work,Working class,Good,Female,15,White
,2012,Hard work,Working class,Excellent,Female,14,Black
55,2012,Hard work,Upper class,Excellent,Male,16,White
,2012,Hard work,Middle class,Excellent,Male,13,White
,2012,Hard work,Middle class,Good,Female,14,White
,2012,Both equally,Upper class,Excellent,Male,13,White
45,2012,Hard work,Middle class,Excellent,Female,18,White
40,2012,Luck or help,Working class,Good,Male,12,White
,2012,Hard work,Working class,Fair,Female,12,White
,2012,Hard work,Working class,Poor,Female,8,White
46,2012,Hard work,Middle class,Good,Male,13,White
,2012,Hard work,Lower class,Good,Female,10,White
40,2012,Hard work,Middle class,Good,Female,16,White
,2012,Hard work,Middle class,Poor,Male,15,White
40,2012,Hard work,Middle class,Excellent,Male,12,White
40,2012,Hard work,Middle class,Good,Male,12,Black
,2012,Hard work,Middle class,Excellent,Male,13,White
,2012,Hard work,Working class,Good,Female,18,White
,2012,Hard work,Middle class,Good,Female,17,White
65,2012,Hard work,Working class,Good,Male,12,White
20,2012,Hard work,Working class,Good,Male,12,White
,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Fair,Female,8,White
,2012,Hard work,Lower class,Excellent,Female,12,White
,2012,Hard work,Middle class,Poor,Male,15,White
36,2012,Hard work,Working class,Excellent,Male,16,White
50,2012,Hard work,Middle class,Good,Male,14,White
44,2012,Luck or help,Working class,Fair,Male,12,White
,2012,Hard work,Middle class,Fair,Female,12,White
62,2012,Hard work,Working class,Fair,Female,9,Hispanic
,2012,Hard work,Working class,Excellent,Female,12,White
58,2012,Hard work,Working class,Excellent,Male,12,Hispanic
,2012,Hard work,Working class,Excellent,Male,8,White
,2012,Luck or help,Middle class,Good,Male,12,White
,2012,Hard work,Middle class,Good,Male,12,White
45,2012,Hard work,Middle class,Good,Male,16,White
,2012,Hard work,Middle class,Excellent,Female,17,White
,2012,Hard work,Middle class,Fair,Female,8,White
,2012,Both equally,Lower class,Fair,Female,15,White
55,2012,Hard work,Working class,Fair,Female,16,White
40,2012,Hard work,Middle class,Excellent,Female,15,White
40,2012,Both equally,Working class,Fair,Male,12,White
80,2012,Luck or help,Middle class,Good,Male,17,White
40,2012,Hard work,Middle class,Good,Female,12,White
40,2012,Hard work,Working class,Excellent,Female,12,White
38,2012,Hard work,Middle class,Good,Male,13,White
,2012,Both equally,Lower class,Good,Male,13,Hispanic
45,2012,Both equally,Working class,Good,Male,12,White
46,2012,Hard work,Working class,Good,Female,12,White
40,2012,Hard work,Working class,Good,Female,12,Hispanic
,2012,Hard work,Lower class,Fair,Male,12,White
40,2012,Hard work,Middle class,Excellent,Female,14,Hispanic
40,2012,Hard work,Working class,Good,Female,12,White
40,2012,Hard work,Working class,Excellent,Male,13,White
,2012,Both equally,Middle class,Good,Female,11,White
40,2012,Both equally,Middle class,Good,Male,17,White
40,2012,Hard work,Working class,Fair,Male,19,White
70,2012,Hard work,Middle class,Excellent,Female,16,White
40,2012,Hard work,Middle class,Good,Male,18,White
,2012,Hard work,Working class,Good,Female,16,White
,2012,Hard work,Middle class,Good,Female,16,White
,2012,Both equally,Middle class,Excellent,Male,15,Hispanic
25,2012,Hard work,Working class,Good,Female,14,White
40,2012,Hard work,Working class,Excellent,Male,12,White
42,2012,Hard work,Middle class,Excellent,Female,16,White
40,2012,Hard work,Working class,Good,Female,12,Black
,2012,Hard work,Lower class,Poor,Male,7,Other
80,2012,Hard work,Middle class,Excellent,Male,17,White
,2012,Hard work,Middle class,Poor,Female,10,Black
47,2012,Hard work,Working class,Excellent,Male,11,White
,2012,Hard work,Middle class,Good,Male,12,White
40,2012,Hard work,Working class,Fair,Male,14,White
55,2012,Hard work,Middle class,Good,Male,20,Other
38,2012,Luck or help,Working class,Good,Female,12,White
,2012,Luck or help,Lower class,Poor,Male,9,Black
40,2012,Both equally,Working class,Good,Male,12,Black
,2012,Hard work,Middle class,Good,Female,19,Black
40,2012,Hard work,Middle class,Excellent,Female,20,Other
80,2012,Hard work,Middle class,Good,Female,18,White
40,2012,Luck or help,Working class,Good,Female,14,White
40,2012,Hard work,Working class,Good,Female,12,Black
40,2012,Hard work,Working class,Fair,Female,14,Black
,2012,Hard work,Working class,Fair,Male,12,White
60,2012,Both equally,Middle class,Excellent,Male,17,White
20,2012,Both equally,Working class,Excellent,Female,14,White
,2012,Hard work,Middle class,Poor,Female,12,White
,2012,Hard work,Working class,Fair,Male,8,White
,2012,Hard work,Working class,Good,Male,12,White
40,2012,Hard work,Middle class,Fair,Female,15,White
40,2012,Hard work,Working class,Good,Male,12,Hispanic
40,2012,Hard work,Middle class,Good,Female,1,Hispanic
,2012,Hard work,Working class,Good,Female,14,White
50,2012,Hard work,Working class,Good,Female,15,White
,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Working class,Fair,Female,3,Hispanic
30,2012,Hard work,Middle class,Fair,Female,8,Hispanic
30,2012,Both equally,Middle class,Fair,Female,13,Hispanic
60,2012,Hard work,Working class,Good,Male,17,Black
,2012,Hard work,Working class,Fair,Female,2,Hispanic
70,2012,Hard work,Middle class,Good,Male,13,Hispanic
80,2012,Hard work,Working class,Excellent,Male,12,Hispanic
40,2012,Both equally,Middle class,Excellent,Male,16,White
,2012,Both equally,Middle class,Good,Female,16,White
,2012,Hard work,Working class,Fair,Female,14,White
40,2012,Both equally,Working class,Good,Female,14,Black
40,2012,Hard work,Middle class,Good,Male,18,White
,2012,Hard work,Middle class,Poor,Female,12,Other
,2012,Both equally,Middle class,Good,Female,16,White
,2012,Hard work,Middle class,Good,Male,18,Other
,2012,Hard work,Working class,Excellent,Female,14,White
45,2012,Hard work,Working class,Good,Female,14,Other
40,2012,Hard work,Middle class,Excellent,Male,14,Hispanic
,2012,Hard work,Working class,Good,Female,14,White
,2012,Hard work,Middle class,Excellent,Male,18,Hispanic
35,2012,Hard work,Working class,Good,Female,13,Hispanic
48,2012,Hard work,Working class,Good,Male,14,Hispanic
,2012,Hard work,Middle class,Excellent,Female,13,White
40,2012,Luck or help,Middle class,Fair,Male,17,White
,2012,Hard work,Middle class,Excellent,Female,17,White
40,2012,Hard work,Upper class,Good,Female,20,White
,2012,Hard work,Lower class,Good,Female,14,White
43,2012,Luck or help,Middle class,Excellent,Male,12,White
,2012,Hard work,Lower class,Good,Male,14,White
24,2012,Hard work,Middle class,Good,Male,18,White
40,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Working class,Good,Female,12,White
,2012,Hard work,Working class,Good,Female,12,Hispanic
,2012,Hard work,Middle class,Excellent,Female,12,White
40,2012,Hard work,Working class,Good,Female,11,Hispanic
20,2012,Hard work,Lower class,Excellent,Female,19,White
,2012,Hard work,Middle class,Good,Female,2,Hispanic
