"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"702",702,1035,1,46,28,13,"Working class",2,"White","Smaller city","Protestant","Northeast","No","Some College",0
"703",703,1036,2,69,31,20,"Middle class",3,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",1
"704",704,1036,0,38,NA,16,"Middle class",0,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
"705",705,1037,1,32,27,18,"Working class",1,"White","Smaller city","Catholic","Northeast","Yes","Grad/Prof Degree",0
"706",706,1039,0,38,NA,14,"Middle class",0,"Black","Smaller city","Protestant","Northeast","Yes","Some College",NA
"707",707,1039,0,67,NA,12,"Middle class",1,"White","Suburb","Catholic","Northeast","No","HS Diploma",NA
"708",708,1040,2,46,NA,18,"Working class",6,"White","Suburb","Catholic","Northeast","No","Grad/Prof Degree",NA
"709",709,1041,2,77,35,19,"Middle class",0,"White","Smaller city","Protestant","Northeast","No","Grad/Prof Degree",1
"710",710,1042,0,44,NA,13,"Working class",1,"White","Smaller city","Catholic","Northeast","No","Some College",NA
"711",711,1043,3,41,20,15,"Middle class",2,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
"712",712,1048,1,79,NA,12,"Middle class",1,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
"713",713,1049,1,48,NA,12,"Working class",1,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
"714",714,1049,2,38,23,12,"Middle class",0,"White","Smaller city","Other","Northeast","No","HS Diploma",0
"715",715,1050,0,32,NA,20,"Middle class",1,"Black","Smaller city","Protestant","Northeast","Yes","Grad/Prof Degree",NA
"716",716,1051,0,47,NA,20,"Middle class",3,"White","Suburb","Protestant","West","No","Grad/Prof Degree",NA
"717",717,1054,1,34,28,14,"Middle class",2,"White","Smaller city","Catholic","Northeast","Yes","Some College",0
"718",718,1055,2,38,30,16,"Middle class",6,"White","Smaller city","Catholic","Northeast","Yes","College Degree",1
"719",719,1057,2,46,NA,16,"Middle class",2,"White","Suburb","Other","West","No","College Degree",NA
"720",720,1061,2,60,20,16,"Middle class",2,"White","Smaller city","Protestant","Northeast","No","College Degree",0
"721",721,1062,0,31,NA,16,"Working class",1,"White","Smaller city","None","West","Yes","College Degree",NA
"722",722,1063,4,83,27,12,"Middle class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",0
"723",723,1065,0,49,NA,14,"Middle class",2,"White","Smaller city",NA,"Northeast","Yes","Some College",NA
"724",724,1066,0,32,NA,16,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","College Degree",NA
"725",725,1067,2,81,28,16,"Upper class",6,"White","Smaller city","None","Northeast","No","College Degree",0
"726",726,1068,2,52,23,14,"Middle class",0,"White","Smaller city","Protestant","Northeast","Yes","Some College",0
"727",727,1070,1,62,30,17,"Upper class",5,"White","Smaller city","Protestant","Northeast","No","Grad/Prof Degree",1
"728",728,1071,2,34,NA,16,"Middle class",0,"Other","Suburb","None","West","No","College Degree",NA
"729",729,1072,0,26,NA,15,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","Some College",NA
"730",730,1073,0,42,NA,14,"Middle class",2,"White","Smaller city","Protestant","Northeast","No","Some College",NA
"731",731,1077,2,42,37,16,"Middle class",3,"White","Suburb","Protestant","Northeast","Yes","College Degree",1
"732",732,1080,0,24,NA,16,"Middle class",2,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
"733",733,1080,2,47,NA,14,"Middle class",4,"White","Suburb","Catholic","West","Yes","Some College",NA
"734",734,1081,0,27,NA,18,"Working class",1,"White","Suburb","Protestant","Northeast","No","Grad/Prof Degree",NA
"735",735,1084,1,52,27,16,"Middle class",1,"White","Rural","Protestant","Northeast","Yes","College Degree",0
"736",736,1086,3,44,NA,10,"Middle class",1,"White","Smaller city","Other","Northeast","Yes","Less Than HS",NA
"737",737,1087,2,41,28,16,"Middle class",2,"White","Rural","None","Northeast","Yes","College Degree",0
"738",738,1091,6,89,22,12,"Working class",2,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
"739",739,1091,0,32,NA,19,"Middle class",1,"White","Smaller city","None","Northeast","Yes","Grad/Prof Degree",NA
"740",740,1092,2,40,32,16,"Middle class",2,"White","Rural","Catholic","Northeast","Yes","College Degree",1
"741",741,1093,2,52,28,17,"Middle class",1,"White","Rural","Catholic","Northeast","Yes","Grad/Prof Degree",0
"742",742,1093,2,45,NA,18,"Middle class",3,"White","Smaller city","Catholic","Northeast","No","Grad/Prof Degree",NA
"743",743,1095,2,37,26,12,"Working class",1,"White","Rural","Other","Northeast","Yes","HS Diploma",0
"744",744,1098,2,56,20,12,"Middle class",2,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
"745",745,1100,2,44,27,14,"Middle class",2,"White","Rural","Catholic","Northeast","No","Some College",0
"746",746,1103,3,68,21,12,"Middle class",0,"White","Rural","Protestant","Northeast","Yes","HS Diploma",0
"747",747,1103,4,89,NA,12,"Middle class",0,"White","Smaller city","None","Northeast","Yes","HS Diploma",NA
"748",748,1107,1,44,33,16,"Working class",8,"Black","Suburb","Protestant","Northeast","Yes","College Degree",1
"749",749,1108,0,50,NA,15,"Working class",4,"Black","Suburb","Protestant","Northeast","No","Some College",NA
"750",750,1109,2,49,24,13,"Middle class",2,"White","Suburb","Catholic","Northeast","No","Some College",0
"751",751,1110,0,55,NA,12,"Working class",1,"White","Suburb","Protestant","Northeast","No","HS Diploma",NA
"752",752,1111,4,33,19,13,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","Some College",0
"753",753,1113,1,55,30,14,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Some College",1
"754",754,1114,0,46,NA,9,"Lower class",0,"White","Suburb","Other","Northeast","No","Less Than HS",NA
"755",755,1116,1,45,32,12,"Middle class",0,"White","Suburb","Protestant","Northeast","Yes","HS Diploma",1
"756",756,1117,1,58,28,14,"Lower class",3,"Black","Suburb","Protestant","Northeast","No","Some College",0
"757",757,1119,0,56,NA,13,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Some College",NA
"758",758,1120,2,48,21,12,"Middle class",1,"White","Suburb","Catholic","Northeast","No","HS Diploma",0
"759",759,1121,2,57,30,16,"Working class",1,"White","Suburb","Catholic","Northeast","No","College Degree",1
"760",760,1121,0,27,NA,12,"Middle class",1,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
"761",761,1122,0,51,NA,14,"Working class",4,"White","Suburb","Protestant","Northeast","No","Some College",NA
"762",762,1123,1,36,30,11,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Less Than HS",1
"763",763,1128,1,35,NA,19,"Middle class",1,"White","Smaller city","None","Northeast","Yes","Grad/Prof Degree",NA
"764",764,1129,1,22,18,11,"Working class",0,"White","Suburb","Other","Northeast","Yes","Less Than HS",0
"765",765,1130,0,58,NA,12,"Middle class",3,"White","Suburb","Other","Northeast","Yes","HS Diploma",NA
"766",766,1133,0,21,NA,14,"Middle class",0,"White","Smaller city","Catholic","Northeast","Yes","Some College",NA
"767",767,1134,4,38,NA,7,"Lower class",0,"Other","Smaller city","Protestant","Northeast","Yes","Less Than HS",NA
"768",768,1134,1,43,27,12,"Working class",0,"White","Suburb","Other","Northeast","Yes","HS Diploma",0
"769",769,1136,1,31,21,14,"Lower class",2,"White","Suburb","Protestant","Northeast","Yes","Some College",0
"770",770,1137,0,54,NA,13,"Working class",1,"White","Suburb","Protestant","Northeast","No","Some College",NA
"771",771,1141,3,72,33,11,"Working class",3,"White","Smaller city","None","Midwest","No","Less Than HS",1
"772",772,1142,1,25,23,13,"Middle class",0,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"773",773,1143,0,67,NA,17,"Middle class",4,"White","Smaller city","None","Midwest","No","Grad/Prof Degree",NA
"774",774,1144,0,41,NA,12,"Working class",0,"White","Suburb","Catholic","Northeast","Yes","HS Diploma",NA
"775",775,1144,0,21,NA,14,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","Some College",NA
"776",776,1145,0,38,NA,16,"Middle class",4,"White","Suburb","Catholic","Northeast","Yes","College Degree",NA
"777",777,1146,2,27,25,17,"Middle class",3,"White","Smaller city","Catholic","Midwest","Yes","Grad/Prof Degree",0
"778",778,1147,0,36,NA,12,"Working class",1,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"779",779,1148,0,35,NA,16,"Middle class",3,"White","Smaller city","Protestant","Midwest","Yes","College Degree",NA
"780",780,1149,0,89,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"781",781,1150,0,62,NA,9,"Working class",0,"White","Smaller city","None","Midwest","No","Less Than HS",NA
"782",782,1151,6,81,26,13,"Middle class",2,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"783",783,1152,3,80,26,12,"Working class",1,"White","Smaller city","Catholic","Midwest","No","HS Diploma",0
"784",784,1153,2,36,NA,14,"Working class",0,"White","Smaller city","Catholic","Northeast","Yes","Some College",NA
"785",785,1153,2,53,17,18,"Working class",3,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",0
"786",786,1155,1,27,26,16,"Middle class",0,"White","Smaller city","Protestant","Midwest","Yes","College Degree",0
"787",787,1158,1,40,NA,14,"Working class",1,"White","Suburb","Protestant","Northeast","No","Some College",NA
"788",788,1160,0,22,NA,16,"Working class",1,"Hispanic","Smaller city","None","Midwest","Yes","College Degree",NA
"789",789,1161,1,32,NA,14,"Working class",0,"White","Suburb","Protestant","Northeast","Yes","Some College",NA
"790",790,1162,3,74,30,12,"Working class",3,"White","Smaller city","Protestant","Midwest","No","HS Diploma",1
"791",791,1163,2,25,NA,15,"Working class",3,"White","Suburb","Protestant","Northeast","No","Some College",NA
"792",792,1167,4,47,20,15,"Working class",4,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
"793",793,1169,3,65,28,18,"Middle class",4,"White","Smaller city","Catholic","Midwest","No","Grad/Prof Degree",0
"794",794,1171,2,40,NA,14,"Middle class",3,"White","Suburb","Protestant","Northeast","No","Some College",NA
"795",795,1172,1,74,31,12,"Middle class",6,"White","Smaller city","Catholic","Midwest","No","HS Diploma",1
"796",796,1173,3,51,20,15,"Working class",4,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"797",797,1174,2,28,21,11,"Working class",0,"Hispanic","Smaller city","Catholic","Midwest","No","Less Than HS",0
"798",798,1175,3,52,NA,16,"Middle class",1,"White","Suburb","Protestant","Northeast","Yes","College Degree",NA
"799",799,1176,2,73,27,12,"Middle class",1,"Black","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"800",800,1177,4,60,37,13,"Middle class",2,"Black","Smaller city","Protestant","Midwest","No","Some College",1
"801",801,1179,0,31,NA,8,"Lower class",0,"Black","Smaller city","Protestant","Northeast","Yes","Less Than HS",NA
"802",802,1180,1,57,17,12,"Working class",2,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",0
"803",803,1184,2,57,20,16,"Middle class",0,"White","Smaller city","None","Midwest","Yes","College Degree",0
"804",804,1184,2,43,NA,13,"Working class",4,"White","Smaller city","Protestant","Northeast","Yes","Some College",NA
"805",805,1185,0,32,NA,16,"Middle class",7,"White","Smaller city","Protestant","Midwest","No","College Degree",NA
"806",806,1188,0,22,NA,14,"Middle class",0,"Hispanic","Smaller city","None","Midwest","No","Some College",NA
"807",807,1191,0,46,NA,12,"Middle class",3,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"808",808,1194,1,37,28,13,"Lower class",0,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
"809",809,1195,0,37,NA,18,"Middle class",1,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
"810",810,1195,3,43,NA,16,"Middle class",2,"White","Smaller city","None","Northeast","No","College Degree",NA
"811",811,1196,8,38,14,12,"Middle class",0,"White","Smaller city","Protestant","Midwest","No","HS Diploma",0
"812",812,1198,1,33,28,14,"Working class",1,"White","Smaller city","None","Midwest","Yes","Some College",0
"813",813,1201,3,47,32,14,"Middle class",2,"White","Smaller city","Protestant","Midwest","Yes","Some College",1
"814",814,1202,1,34,26,14,"Working class",1,"White","Smaller city","Protestant","Midwest","Yes","Some College",0
"815",815,1202,0,24,NA,17,"Working class",0,"White","Smaller city","Catholic","Northeast","Yes","Grad/Prof Degree",NA
"816",816,1204,2,62,23,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"817",817,1205,5,58,19,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"818",818,1207,1,44,NA,12,"Middle class",4,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
"819",819,1208,0,27,NA,13,"Working class",2,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"820",820,1209,0,41,NA,16,"Working class",5,"White","Smaller city","Catholic","Northeast","Yes","College Degree",NA
"821",821,1213,1,27,NA,14,"Working class",1,"White","Smaller city","Catholic","Northeast","No","Some College",NA
"822",822,1217,0,24,NA,16,"Middle class",0,"White","Smaller city","None","Midwest","Yes","College Degree",NA
"823",823,1218,3,81,NA,6,"Lower class",0,"White","Smaller city","Catholic","Northeast","No","Less Than HS",NA
"824",824,1220,5,74,20,12,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"825",825,1221,1,36,24,14,"Middle class",0,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"826",826,1221,0,66,NA,12,"Middle class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
"827",827,1222,2,29,24,14,"Working class",2,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"828",828,1224,2,32,26,12,"Working class",1,"White","Smaller city","Protestant","Midwest","No","HS Diploma",0
"829",829,1225,1,44,24,12,"Working class",0,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",0
"830",830,1227,0,27,NA,17,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
"831",831,1228,3,55,18,12,"Middle class",0,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",0
"832",832,1230,1,63,NA,12,"Middle class",2,"White","Suburb","Protestant","Northeast","No","HS Diploma",NA
"833",833,1230,0,59,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"834",834,1232,0,40,NA,12,"Working class",3,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"835",835,1234,2,44,22,16,"Middle class",2,"White","Smaller city","None","Midwest","Yes","College Degree",0
"836",836,1235,3,46,25,16,"Middle class",1,"White","Smaller city","None","Midwest","No","College Degree",0
"837",837,1237,1,20,17,13,"Lower class",0,"White","Smaller city","None","Midwest","Yes","Some College",0
"838",838,1238,2,31,22,15,"Lower class",4,"White","Smaller city","Catholic","Midwest","Yes","Some College",0
"839",839,1240,3,60,NA,8,"Working class",3,"White","Rural","Protestant","Northeast","No","Less Than HS",NA
"840",840,1241,2,25,19,12,"Working class",0,"Black","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"841",841,1241,3,36,NA,12,"Working class",2,"White","Rural","Protestant","Northeast","Yes","HS Diploma",NA
"842",842,1244,6,41,20,16,"Middle class",3,"White","Smaller city","Protestant","Midwest","Yes","College Degree",0
"843",843,1246,3,48,29,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",0
"844",844,1247,2,46,32,16,"Middle class",4,"White","Smaller city","Protestant","Midwest","Yes","College Degree",1
"845",845,1251,0,45,NA,12,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
"846",846,1252,2,32,25,16,"Middle class",3,"White","Smaller city","Protestant","Midwest","Yes","College Degree",0
"847",847,1253,0,26,NA,12,"Working class",3,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
"848",848,1253,0,22,NA,12,"Working class",0,"White","Smaller city","None","Midwest","No","HS Diploma",NA
"849",849,1256,4,36,28,18,"Middle class",6,"White","Smaller city","Catholic","Midwest","No","Grad/Prof Degree",0
"850",850,1258,1,55,35,16,"Middle class",4,"White","Smaller city","None","Midwest","No","College Degree",1
"851",851,1259,0,46,NA,14,"Middle class",0,"Black","Smaller city","None","Midwest","Yes","Some College",NA
"852",852,1260,1,41,NA,14,"Working class",2,"White","Smaller city","None","Midwest","No","Some College",NA
"853",853,1261,1,31,30,15,"Middle class",1,"White","Smaller city","None","Midwest","Yes","Some College",1
